line,method,return_value
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,43399092178497832 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4401099005712130223 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2174435071648390581 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4401099005712130223 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,631022389625443976 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2003126473940008045 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2991647726590899331 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2991647726590899331 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,1509666412790085851 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4037614561510564597 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3437499183606828065 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,1631855308950518373 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-1307023512412023089 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-1553460450681796627 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,3449320915236100161 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-3794052025710268853 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2653340970189319797 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-767008767298259751 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,4178239309186752319 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2529712646475215183 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,1319555349711803425 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,1118614939359159565 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-3527842945535331279 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2627039059924337025 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,3730627458070747861 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,3600750785597070485 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4104923748827453009 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3617151595235441217 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4104923748827453009 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-2693733222989509484 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,1126537076405237599 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3725727373820679873 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,181991708573907699 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-923414508192618789 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-4068474585010068225 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-267714719814595073 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-4068474585010068225 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,1879181661850043966 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-267714719814595073 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-267714719814595073 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-199448396724170926 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,3401340601722293235 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3614519615636198363 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,3869049815744002585 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-3721258137854784808 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2705547840358063943 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,3533177502552830381 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,3533177502552830381 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-4140299512774597553 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2896501290077240599 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2216947731276314553 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3610316040825493079 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-4329784192747313204 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,342707714806859093 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-1521907087811425631 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,933692536425091941 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,3391668272220517870 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,927727046585479755 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-4068474585010068225 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3065067425542084677 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,1129676051271038388 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3753028955721133001 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2325024536264246889 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2599115923519312447 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-2582766719467496843 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2340205350601506819 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,342707714806859093 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2513211087267137853 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,4420657635862891330 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4420410502374941697 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2991647726590899331 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,2483911162828813473 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3617151595235441217 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-156116105101412869 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2289070686514193649 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-1558139058498811991 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2627039059924337025 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2627039059924337025 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2627039059924337025 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,3382979781395347948 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,1736937111771590557 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4165150483104685251 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3364070195157601899 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-1388519969153603839 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,1573615818404745899 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-701271034672932213 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2529712646475215183 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,484327412141301515 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3437499183606828065 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-4068474585010068225 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-1649541616747882849 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,4200823630374210559 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,927727046585479755 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,927727046585479755 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-52609904856232733 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-267714719814595073 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,3227667578244425869 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,4174894798233934296 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,3532777642163930675 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4047875038153445467 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,103643711874425015 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,4596520407072449231 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-4146725035035173637 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,103643711874425015 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-1565759218590661657 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,2107897347851082693 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-267714719814595073 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-4068474585010068225 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-4068474585010068225 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-333599577900285001 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4141388236461155375 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-2421044314840642547 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4141388236461155375 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-696795085592675280 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3058128616504690555 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,605974846650642973 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,2226315040362604941 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-267714719814595073 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-267714719814595073 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-267714719814595073 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-688108888579377717 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,1156416225561622449 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2608712342200792959 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3725727373820679873 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-1798226921988353505 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-763999017061901187 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2991647726590899331 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4047875038153445467 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,2991647726590899331 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,-2804062056927317632 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4420410502374941697 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,4457477251532950499 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,532406381895924517 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Float#hash,-924267634399319346 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Array#hash,2703430763122097534 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/color.rb:185,Kernel#hash,-3100250947676887155 (Fixnum)
